"Plot Title: Rollinson_B127"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9663855, SEN S/N: 2445096)","Water Content, m³/m³ (LGR S/N: 9663855, SEN S/N: 9673988)","Temp, °C (LGR S/N: 9663855, SEN S/N: 10448527)","RH, % (LGR S/N: 9663855, SEN S/N: 10448527)","PAR, µmol/m²/s (LGR S/N: 9663855, SEN S/N: 20210396)"
721,08/21/19 10:48:55 AM,20.388,0.2530,25.040,90.500,48.7
722,08/21/19 11:48:55 AM,20.674,0.2530,25.817,86.900,41.2
723,08/21/19 12:48:55 PM,20.960,0.2523,25.768,85.300,38.7
724,08/21/19 01:48:55 PM,21.199,0.2516,25.793,85.100,38.7
725,08/21/19 02:48:55 PM,21.366,0.2509,25.428,83.300,38.7
726,08/21/19 03:48:55 PM,21.509,0.2509,24.798,85.000,18.7
727,08/21/19 04:48:55 PM,21.557,0.2509,23.978,91.200,11.2
728,08/21/19 05:48:55 PM,21.581,0.2501,23.881,95.200,8.7
729,08/21/19 06:48:55 PM,21.581,0.2501,23.160,93.600,3.7
730,08/21/19 07:48:55 PM,21.581,0.2501,22.321,93.900,1.2
731,08/21/19 08:48:55 PM,21.509,0.2494,22.226,95.400,1.2
732,08/21/19 09:48:55 PM,21.461,0.2501,21.867,96.400,1.2
733,08/21/19 10:48:55 PM,21.390,0.2494,21.604,97.700,1.2
734,08/21/19 11:48:55 PM,21.318,0.2494,21.199,98.100,1.2
735,08/22/19 12:48:55 AM,21.270,0.2487,20.531,93.400,1.2
736,08/22/19 01:48:55 AM,21.151,0.2487,20.103,92.700,1.2
737,08/22/19 02:48:55 AM,21.056,0.2487,19.579,91.800,1.2
738,08/22/19 03:48:55 AM,20.936,0.2480,19.270,90.300,1.2
739,08/22/19 04:48:55 AM,20.793,0.2480,18.937,91.500,1.2
740,08/22/19 05:48:55 AM,20.650,0.2472,18.414,89.800,1.2
741,08/22/19 06:48:55 AM,20.507,0.2472,17.748,90.600,1.2
742,08/22/19 07:48:55 AM,20.341,0.2465,18.675,92.200,3.7
743,08/22/19 08:48:55 AM,20.222,0.2472,20.555,91.700,13.7
744,08/22/19 09:48:55 AM,20.222,0.2465,22.202,88.200,26.2
745,08/22/19 10:48:55 AM,20.341,0.2458,22.561,82.700,58.7
746,08/22/19 11:48:55 AM,20.507,0.2451,24.388,77.700,26.2
747,08/22/19 12:48:55 PM,20.650,0.2451,22.345,76.100,23.7
748,08/22/19 01:48:55 PM,20.698,0.2443,23.280,74.500,48.7
749,08/22/19 02:48:55 PM,20.722,0.2429,22.489,71.500,36.2
750,08/22/19 03:48:55 PM,20.722,0.2422,22.537,68.800,23.7
751,08/22/19 04:48:55 PM,20.674,0.2414,22.298,65.200,71.2
752,08/22/19 05:48:55 PM,20.627,0.2407,21.270,62.800,8.7
753,08/22/19 06:48:55 PM,20.507,0.2407,20.770,63.000,3.7
754,08/22/19 07:48:55 PM,20.365,0.2400,19.770,62.800,1.2
755,08/22/19 08:48:55 PM,20.198,0.2392,19.008,68.600,1.2
756,08/22/19 09:48:55 PM,20.031,0.2392,18.247,72.900,1.2
757,08/22/19 10:48:55 PM,19.888,0.2400,17.368,79.200,1.2
758,08/22/19 11:48:55 PM,19.770,0.2400,17.486,84.700,1.2
759,08/23/19 12:48:55 AM,19.651,0.2392,16.511,82.000,1.2
760,08/23/19 01:48:55 AM,19.508,0.2392,16.058,87.800,1.2
761,08/23/19 02:48:55 AM,19.389,0.2400,15.939,90.700,1.2
762,08/23/19 03:48:55 AM,19.270,0.2392,15.676,86.400,1.2
763,08/23/19 04:48:55 AM,19.127,0.2392,15.414,87.100,1.2
764,08/23/19 05:48:55 AM,18.985,0.2392,14.864,89.900,1.2
765,08/23/19 06:48:55 AM,18.866,0.2392,15.605,93.400,1.2
766,08/23/19 07:48:55 AM,18.771,0.2392,17.296,92.200,6.2
767,08/23/19 08:48:55 AM,18.771,0.2385,19.770,80.200,8.7
768,08/23/19 09:48:55 AM,18.818,0.2378,21.103,71.000,21.2
769,08/23/19 10:48:55 AM,18.937,0.2371,21.366,66.800,108.7
770,08/23/19 11:48:55 AM,19.103,0.2371,22.058,62.600,56.2
771,08/23/19 12:48:55 PM,19.270,0.2356,22.202,61.900,36.2
772,08/23/19 01:48:55 PM,19.413,0.2349,22.250,61.100,43.7
773,08/23/19 02:48:55 PM,19.532,0.2342,21.223,61.700,38.7
774,08/23/19 03:48:55 PM,19.555,0.2327,21.103,63.500,18.7
775,08/23/19 04:48:55 PM,19.532,0.2320,20.960,64.600,58.7
776,08/23/19 05:48:55 PM,19.508,0.2320,20.317,64.400,11.2
777,08/23/19 06:48:55 PM,19.436,0.2313,19.436,66.700,6.2
778,08/23/19 07:48:55 PM,19.318,0.2313,18.247,68.600,1.2
779,08/23/19 08:48:55 PM,19.199,0.2305,17.177,72.900,1.2
780,08/23/19 09:48:55 PM,19.056,0.2305,16.129,81.300,1.2
781,08/23/19 10:48:55 PM,18.937,0.2298,15.247,87.700,1.2
782,08/23/19 11:48:55 PM,18.794,0.2298,15.843,89.600,1.2
783,08/24/19 12:48:55 AM,18.652,0.2298,15.796,91.100,1.2
784,08/24/19 01:48:55 AM,18.557,0.2291,15.629,88.800,1.2
785,08/24/19 02:48:55 AM,18.461,0.2291,15.819,90.400,1.2
786,08/24/19 03:48:55 AM,18.390,0.2291,15.796,91.100,1.2
787,08/24/19 04:48:55 AM,18.319,0.2291,15.366,92.200,1.2
788,08/24/19 05:48:55 AM,18.247,0.2284,15.079,94.000,1.2
789,08/24/19 06:48:55 AM,18.176,0.2284,15.438,92.300,1.2
790,08/24/19 07:48:55 AM,18.105,0.2284,16.749,86.800,3.7
791,08/24/19 08:48:55 AM,18.105,0.2276,18.604,80.100,11.2
792,08/24/19 09:48:55 AM,18.152,0.2276,19.865,73.400,28.7
793,08/24/19 10:48:55 AM,18.295,0.2276,20.984,64.000,163.7
794,08/24/19 11:48:55 AM,18.461,0.2269,21.581,59.400,68.7
795,08/24/19 12:48:55 PM,18.628,0.2262,21.915,58.600,46.2
796,08/24/19 01:48:55 PM,18.747,0.2254,22.130,56.100,31.2
797,08/24/19 02:48:55 PM,18.866,0.2247,21.557,55.000,43.7
798,08/24/19 03:48:55 PM,18.913,0.2240,21.390,56.500,23.7
799,08/24/19 04:48:55 PM,18.937,0.2233,20.412,58.600,43.7
800,08/24/19 05:48:55 PM,18.937,0.2225,20.484,60.000,11.2
801,08/24/19 06:48:55 PM,18.889,0.2218,20.174,60.800,6.2
802,08/24/19 07:48:55 PM,18.842,0.2218,18.557,66.400,1.2
803,08/24/19 08:48:55 PM,18.771,0.2211,17.534,76.100,1.2
804,08/24/19 09:48:55 PM,18.675,0.2204,17.106,81.300,1.2
805,08/24/19 10:48:55 PM,18.604,0.2204,17.891,79.900,1.2
806,08/24/19 11:48:55 PM,18.557,0.2204,17.772,77.800,1.2
807,08/25/19 12:48:55 AM,18.485,0.2204,16.963,77.100,1.2
808,08/25/19 01:48:55 AM,18.414,0.2196,16.701,78.100,1.2
809,08/25/19 02:48:55 AM,18.319,0.2196,16.511,76.400,1.2
810,08/25/19 03:48:55 AM,18.224,0.2196,15.533,79.400,1.2
811,08/25/19 04:48:55 AM,18.129,0.2189,15.557,80.900,1.2
812,08/25/19 05:48:55 AM,18.033,0.2189,14.936,85.800,1.2
813,08/25/19 06:48:55 AM,17.938,0.2189,15.509,84.800,1.2
814,08/25/19 07:48:55 AM,17.843,0.2182,16.320,86.700,6.2
815,08/25/19 08:48:55 AM,17.819,0.2182,17.986,81.400,8.7
816,08/25/19 09:48:55 AM,17.843,0.2175,19.532,72.600,26.2
817,08/25/19 10:48:55 AM,17.962,0.2175,21.843,67.900,93.7
818,08/25/19 11:48:55 AM,18.152,0.2167,22.537,60.400,58.7
819,08/25/19 12:48:55 PM,18.390,0.2153,23.761,57.900,51.2
820,08/25/19 01:48:55 PM,18.604,0.2146,23.280,55.700,78.7
821,08/25/19 02:48:55 PM,18.747,0.2138,23.833,55.300,38.7
822,08/25/19 03:48:55 PM,18.866,0.2138,23.472,57.500,33.7
823,08/25/19 04:48:55 PM,18.985,0.2131,22.800,61.700,31.2
824,08/25/19 05:48:55 PM,19.056,0.2116,22.130,63.700,11.2
825,08/25/19 06:48:55 PM,19.080,0.2116,21.390,67.400,3.7
826,08/25/19 07:48:55 PM,19.056,0.2109,21.294,68.600,1.2
827,08/25/19 08:48:55 PM,19.056,0.2116,21.604,65.500,1.2
828,08/25/19 09:48:55 PM,19.032,0.2109,21.318,65.400,1.2
829,08/25/19 10:48:55 PM,19.008,0.2109,21.485,68.300,1.2
830,08/25/19 11:48:55 PM,18.985,0.2102,21.581,70.500,1.2
831,08/26/19 12:48:55 AM,18.961,0.2095,20.412,72.200,1.2
832,08/26/19 01:48:55 AM,18.961,0.2095,19.841,81.000,1.2
833,08/26/19 02:48:55 AM,18.937,0.2095,17.819,88.100,1.2
834,08/26/19 03:48:55 AM,18.866,0.2095,17.986,95.300,1.2
835,08/26/19 04:48:55 AM,18.818,0.2095,18.081,96.200,1.2
836,08/26/19 05:48:55 AM,18.771,0.2116,17.605,94.600,1.2
837,08/26/19 06:48:55 AM,18.723,0.2109,17.629,97.700,1.2
838,08/26/19 07:48:55 AM,18.675,0.2116,17.938,98.600,1.2
839,08/26/19 08:48:55 AM,18.628,0.2116,18.414,99.200,3.7
840,08/26/19 09:48:55 AM,18.628,0.2124,19.103,99.700,6.2
841,08/26/19 10:48:55 AM,18.675,0.2160,20.507,99.900,16.2
842,08/26/19 11:48:55 AM,18.794,0.2262,21.318,99.600,13.7
843,08/26/19 12:48:55 PM,18.937,0.2392,21.819,98.800,11.2
844,08/26/19 01:48:55 PM,19.103,0.2480,22.633,98.300,18.7
845,08/26/19 02:48:55 PM,19.365,0.3940,22.417,97.700,11.2
846,08/26/19 03:48:55 PM,20.460,0.3082,22.441,99.500,23.7
847,08/26/19 04:48:55 PM,20.269,0.2959,23.160,96.900,28.7
848,08/26/19 05:48:55 PM,20.269,0.2886,23.160,92.700,8.7
849,08/26/19 06:48:55 PM,20.269,0.2857,22.489,92.600,1.2
850,08/26/19 07:48:55 PM,20.246,0.2836,21.772,96.100,1.2
851,08/26/19 08:48:55 PM,20.222,0.2836,21.437,98.100,1.2
852,08/26/19 09:48:55 PM,20.174,0.2836,20.603,98.100,1.2
853,08/26/19 10:48:55 PM,20.126,0.2814,20.007,98.600,1.2
854,08/26/19 11:48:55 PM,20.031,0.2806,20.079,98.700,1.2
855,08/27/19 12:48:55 AM,19.960,0.2792,20.222,98.500,1.2
856,08/27/19 01:48:55 AM,19.912,0.2785,19.865,98.800,1.2
857,08/27/19 02:48:55 AM,19.841,0.2777,19.817,99.200,1.2
858,08/27/19 03:48:55 AM,19.793,0.2770,19.603,98.600,1.2
859,08/27/19 04:48:55 AM,19.746,0.2770,18.889,98.600,1.2
860,08/27/19 05:48:55 AM,19.674,0.2763,18.414,98.900,1.2
861,08/27/19 06:48:55 AM,19.603,0.2756,18.247,99.000,1.2
862,08/27/19 07:48:55 AM,19.508,0.2756,18.652,98.700,6.2
863,08/27/19 08:48:55 AM,19.436,0.2748,20.055,94.700,11.2
864,08/27/19 09:48:55 AM,19.436,0.2734,21.056,89.300,31.2
865,08/27/19 10:48:55 AM,19.484,0.2734,22.298,88.100,83.7
866,08/27/19 11:48:55 AM,19.651,0.2727,23.184,85.400,41.2
867,08/27/19 12:48:55 PM,19.841,0.2712,22.992,80.800,51.2
868,08/27/19 01:48:55 PM,20.007,0.2705,23.400,78.300,128.7
869,08/27/19 02:48:55 PM,20.150,0.2698,24.750,73.700,31.2
870,08/27/19 03:48:55 PM,20.222,0.2683,23.569,69.600,21.2
871,08/27/19 04:48:55 PM,20.293,0.2676,22.992,68.000,63.7
872,08/27/19 05:48:55 PM,20.317,0.2668,22.968,68.000,8.7
873,08/27/19 06:48:55 PM,20.269,0.2661,22.417,67.500,3.7
874,08/27/19 07:48:55 PM,20.198,0.2661,21.199,71.200,1.2
875,08/27/19 08:48:55 PM,20.103,0.2654,20.317,73.800,1.2
876,08/27/19 09:48:55 PM,19.984,0.2647,19.484,76.600,1.2
877,08/27/19 10:48:55 PM,19.888,0.2647,19.008,77.800,1.2
878,08/27/19 11:48:55 PM,19.746,0.2639,18.343,79.900,1.2
879,08/28/19 12:48:55 AM,19.627,0.2632,17.605,82.000,1.2
880,08/28/19 01:48:55 AM,19.484,0.2632,17.034,81.400,1.2
881,08/28/19 02:48:55 AM,19.341,0.2625,16.677,83.000,1.2
882,08/28/19 03:48:55 AM,19.175,0.2625,16.320,82.900,1.2
883,08/28/19 04:48:55 AM,19.008,0.2618,15.605,83.500,1.2
884,08/28/19 05:48:55 AM,18.866,0.2618,15.031,85.000,1.2
885,08/28/19 06:48:55 AM,18.699,0.2610,15.031,86.000,1.2
886,08/28/19 07:48:55 AM,18.533,0.2610,15.939,84.700,6.2
887,08/28/19 08:48:55 AM,18.414,0.2610,17.344,81.100,8.7
888,08/28/19 09:48:55 AM,18.366,0.2603,18.842,77.400,43.7
889,08/28/19 10:48:55 AM,18.414,0.2596,20.126,73.300,56.2
890,08/28/19 11:48:55 AM,18.533,0.2589,21.223,69.000,38.7
891,08/28/19 12:48:55 PM,18.699,0.2589,21.581,66.200,133.7
892,08/28/19 01:48:55 PM,18.842,0.2581,21.700,62.100,166.2
893,08/28/19 02:48:55 PM,18.937,0.2574,21.939,61.700,56.2
894,08/28/19 03:48:55 PM,18.985,0.2567,22.274,60.400,21.2
895,08/28/19 04:48:55 PM,19.032,0.2567,22.154,61.200,93.7
896,08/28/19 05:48:55 PM,19.080,0.2560,21.819,61.700,11.2
897,08/28/19 06:48:55 PM,19.080,0.2552,20.913,61.800,3.7
898,08/28/19 07:48:55 PM,19.032,0.2552,19.936,66.500,1.2
899,08/28/19 08:48:55 PM,18.961,0.2545,18.985,71.600,1.2
900,08/28/19 09:48:55 PM,18.913,0.2545,18.343,75.200,1.2
901,08/28/19 10:48:55 PM,18.842,0.2545,17.653,80.500,1.2
902,08/28/19 11:48:55 PM,18.771,0.2538,16.844,83.000,1.2
903,08/29/19 12:48:55 AM,18.652,0.2538,16.129,85.500,1.2
904,08/29/19 01:48:55 AM,18.533,0.2538,15.724,88.200,1.2
905,08/29/19 02:48:55 AM,18.390,0.2530,15.079,89.600,1.2
906,08/29/19 03:48:55 AM,18.247,0.2530,14.960,91.300,1.2
907,08/29/19 04:48:55 AM,18.129,0.2530,14.864,92.200,1.2
908,08/29/19 05:48:55 AM,18.010,0.2523,14.529,92.500,1.2
909,08/29/19 06:48:55 AM,17.891,0.2523,14.601,92.800,1.2
910,08/29/19 07:48:55 AM,17.772,0.2523,16.511,90.400,6.2
911,08/29/19 08:48:55 AM,17.724,0.2516,18.866,83.600,11.2
912,08/29/19 09:48:55 AM,17.772,0.2516,21.795,73.900,46.2
913,08/29/19 10:48:55 AM,17.915,0.2516,24.122,64.900,63.7
914,08/29/19 11:48:55 AM,18.152,0.2509,25.307,66.400,43.7
915,08/29/19 12:48:55 PM,18.485,0.2501,26.598,64.800,153.7
916,08/29/19 01:48:55 PM,18.818,0.2494,27.579,60.600,153.7
917,08/29/19 02:48:55 PM,19.103,0.2487,27.604,61.500,46.2
918,08/29/19 03:48:55 PM,19.413,0.2480,27.308,66.100,26.2
919,08/29/19 04:48:55 PM,19.651,0.2480,26.891,67.800,46.2
920,08/29/19 05:48:55 PM,19.865,0.2472,26.256,70.800,11.2
921,08/29/19 06:48:55 PM,19.960,0.2472,25.550,73.200,3.7
922,08/29/19 07:48:55 PM,20.031,0.2472,25.210,76.700,1.2
923,08/29/19 08:48:55 PM,20.055,0.2472,24.508,78.700,1.2
924,08/29/19 09:48:55 PM,20.079,0.2465,23.521,83.200,1.2
925,08/29/19 10:48:55 PM,20.079,0.2465,22.345,86.700,1.2
926,08/29/19 11:48:55 PM,20.055,0.2465,21.127,76.600,1.2
927,08/30/19 12:48:55 AM,19.960,0.2458,18.485,74.200,1.2
928,08/30/19 01:48:55 AM,19.770,0.2458,17.153,77.500,1.2
929,08/30/19 02:48:55 AM,19.555,0.2451,16.392,82.800,1.2
930,08/30/19 03:48:55 AM,19.318,0.2451,15.772,84.800,1.2
931,08/30/19 04:48:55 AM,19.080,0.2451,15.438,85.000,1.2
932,08/30/19 05:48:55 AM,18.866,0.2451,15.318,86.900,1.2
933,08/30/19 06:48:55 AM,18.699,0.2443,15.175,87.200,1.2
934,08/30/19 07:48:55 AM,18.557,0.2436,15.915,87.300,6.2
935,08/30/19 08:48:55 AM,18.438,0.2436,17.344,86.800,16.2
936,08/30/19 09:48:55 AM,18.414,0.2436,18.319,78.800,33.7
937,08/30/19 10:48:55 AM,18.438,0.2429,19.460,73.400,38.7
938,08/30/19 11:48:55 AM,18.533,0.2429,19.960,69.100,43.7
939,08/30/19 12:48:55 PM,18.675,0.2422,20.531,67.300,66.2
940,08/30/19 01:48:55 PM,18.771,0.2414,20.793,63.900,56.2
941,08/30/19 02:48:55 PM,18.842,0.2414,20.698,62.400,36.2
942,08/30/19 03:48:55 PM,18.889,0.2407,21.008,64.700,28.7
943,08/30/19 04:48:55 PM,18.961,0.2407,20.722,64.800,31.2
944,08/30/19 05:48:55 PM,19.008,0.2400,19.841,68.400,11.2
945,08/30/19 06:48:55 PM,18.985,0.2400,18.889,71.900,3.7
946,08/30/19 07:48:55 PM,18.937,0.2392,18.580,72.700,1.2
947,08/30/19 08:48:55 PM,18.818,0.2385,17.605,76.200,1.2
948,08/30/19 09:48:55 PM,18.699,0.2356,17.082,77.200,1.2
949,08/30/19 10:48:55 PM,18.580,0.2349,15.891,81.500,1.2
950,08/30/19 11:48:55 PM,18.461,0.2349,15.986,83.900,1.2
951,08/31/19 12:48:55 AM,18.343,0.2342,15.247,86.900,1.2
952,08/31/19 01:48:55 AM,18.247,0.2371,14.721,89.200,1.2
953,08/31/19 02:48:55 AM,18.105,0.2400,14.481,90.900,1.2
954,08/31/19 03:48:55 AM,17.986,0.2400,15.366,90.900,1.2
955,08/31/19 04:48:55 AM,17.891,0.2429,15.318,88.200,1.2
956,08/31/19 05:48:55 AM,17.819,0.2436,14.768,88.500,1.2
957,08/31/19 06:48:55 AM,17.724,0.2429,14.649,90.500,1.2
958,08/31/19 07:48:55 AM,17.653,0.2422,15.414,90.800,3.7
959,08/31/19 08:48:55 AM,17.605,0.2422,17.962,84.800,28.7
960,08/31/19 09:48:55 AM,17.653,0.2414,19.674,72.500,43.7
961,08/31/19 10:48:55 AM,17.748,0.2414,20.079,66.900,38.7
962,08/31/19 11:48:55 AM,17.891,0.2414,21.270,63.800,58.7
963,08/31/19 12:48:55 PM,18.081,0.2407,22.513,59.600,71.2
964,08/31/19 01:48:55 PM,18.247,0.2400,22.705,56.400,86.2
965,08/31/19 02:48:55 PM,18.414,0.2392,22.250,58.300,31.2
966,08/31/19 03:48:55 PM,18.533,0.2385,21.987,62.400,31.2
967,08/31/19 04:48:55 PM,18.628,0.2385,20.913,64.700,11.2
968,08/31/19 05:48:55 PM,18.628,0.2378,20.507,70.200,8.7
969,08/31/19 06:48:55 PM,18.628,0.2378,19.722,72.000,1.2
970,08/31/19 07:48:55 PM,18.580,0.2320,17.439,87.700,1.2
971,08/31/19 08:48:55 PM,18.509,0.2313,17.106,94.300,1.2
972,08/31/19 09:48:55 PM,18.438,0.2313,17.391,96.100,1.2
973,08/31/19 10:48:55 PM,18.366,0.2313,17.748,96.900,1.2
974,08/31/19 11:48:55 PM,18.319,0.2313,17.915,97.400,1.2
975,09/01/19 12:48:55 AM,18.319,0.2320,17.629,97.800,1.2
976,09/01/19 01:48:55 AM,18.295,0.2414,17.201,98.500,1.2
977,09/01/19 02:48:55 AM,18.247,0.2828,17.082,99.000,1.2
978,09/01/19 03:48:55 AM,18.200,0.3533,16.820,99.400,1.2
979,09/01/19 04:48:55 AM,18.081,0.3388,16.344,99.800,1.2
980,09/01/19 05:48:55 AM,18.010,0.3075,15.843,100.000,1.2
981,09/01/19 06:48:55 AM,17.962,0.3024,15.819,100.000,1.2
982,09/01/19 07:48:55 AM,17.891,0.2974,16.034,100.000,1.2
983,09/01/19 08:48:55 AM,17.843,0.2944,16.677,100.000,11.2
984,09/01/19 09:48:55 AM,17.867,0.2923,17.011,100.000,18.7
985,09/01/19 10:48:55 AM,17.915,0.2901,17.796,99.000,21.2
986,09/01/19 11:48:55 AM,17.986,0.2879,19.698,93.500,43.7
987,09/01/19 12:48:55 PM,18.129,0.2865,19.532,91.600,18.7
988,09/01/19 01:48:55 PM,18.224,0.2857,19.627,92.000,16.2
989,09/01/19 02:48:55 PM,18.319,0.2850,20.222,90.800,18.7
990,09/01/19 03:48:55 PM,18.414,0.2836,20.555,89.500,21.2
991,09/01/19 04:48:55 PM,18.509,0.2836,20.531,91.300,11.2
992,09/01/19 05:48:55 PM,18.604,0.2828,20.460,92.600,8.7
993,09/01/19 06:48:55 PM,18.652,0.2821,20.103,92.900,3.7
994,09/01/19 07:48:55 PM,18.699,0.2806,19.698,94.000,1.2
995,09/01/19 08:48:55 PM,18.699,0.2799,19.270,93.800,1.2
996,09/01/19 09:48:55 PM,18.699,0.2799,18.604,93.300,1.2
997,09/01/19 10:48:55 PM,18.675,0.2792,18.247,94.400,1.2
998,09/01/19 11:48:55 PM,18.628,0.2785,17.938,95.900,1.2
999,09/02/19 12:48:55 AM,18.580,0.2777,17.558,96.900,1.2
1000,09/02/19 01:48:55 AM,18.509,0.2777,17.225,98.200,1.2
1001,09/02/19 02:48:55 AM,18.438,0.2770,16.749,98.800,1.2
1002,09/02/19 03:48:55 AM,18.366,0.2770,16.677,99.300,1.2
1003,09/02/19 04:48:55 AM,18.295,0.2763,16.487,99.700,1.2
1004,09/02/19 05:48:55 AM,18.200,0.2763,16.534,99.900,1.2
1005,09/02/19 06:48:55 AM,18.152,0.2756,16.677,100.000,1.2
1006,09/02/19 07:48:55 AM,18.105,0.2756,17.344,100.000,3.7
1007,09/02/19 08:48:55 AM,18.081,0.2756,19.199,100.000,13.7
1008,09/02/19 09:48:55 AM,18.176,0.2748,21.437,96.800,43.7
1009,09/02/19 10:48:55 AM,18.343,0.2741,23.088,88.500,36.2
1010,09/02/19 11:48:55 AM,18.628,0.2741,23.737,82.000,43.7
1011,09/02/19 12:48:55 PM,18.985,0.2734,24.726,78.200,61.2
1012,09/02/19 01:48:55 PM,19.270,0.2727,25.113,75.600,106.2
1013,09/02/19 02:48:55 PM,19.484,0.2719,24.557,76.200,23.7
1014,09/02/19 03:48:55 PM,19.627,0.2712,25.283,76.400,21.2
1015,09/02/19 04:48:55 PM,19.770,0.2705,25.598,71.000,28.7
1016,09/02/19 05:48:55 PM,19.912,0.2705,25.307,71.200,11.2
1017,09/02/19 06:48:55 PM,19.984,0.2698,24.363,74.700,3.7
1018,09/02/19 07:48:55 PM,19.984,0.2698,22.753,80.500,1.2
1019,09/02/19 08:48:55 PM,19.960,0.2690,21.963,84.200,1.2
1020,09/02/19 09:48:55 PM,19.912,0.2690,21.318,87.200,1.2
1021,09/02/19 10:48:55 PM,19.841,0.2690,21.915,85.700,1.2
1022,09/02/19 11:48:55 PM,19.793,0.2683,21.175,86.000,1.2
1023,09/03/19 12:48:55 AM,19.722,0.2683,20.698,88.400,1.2
1024,09/03/19 01:48:55 AM,19.651,0.2683,20.388,90.000,1.2
1025,09/03/19 02:48:55 AM,19.579,0.2676,19.936,91.000,1.2
1026,09/03/19 03:48:55 AM,19.484,0.2676,19.865,90.800,1.2
1027,09/03/19 04:48:55 AM,19.413,0.2668,19.865,91.500,1.2
1028,09/03/19 05:48:55 AM,19.341,0.2668,19.175,90.800,1.2
1029,09/03/19 06:48:55 AM,19.294,0.2676,19.460,94.100,1.2
1030,09/03/19 07:48:55 AM,19.246,0.2785,18.604,97.500,1.2
1031,09/03/19 08:48:55 AM,19.199,0.2894,19.199,98.400,1.2
1032,09/03/19 09:48:55 AM,19.127,0.2879,20.793,91.900,1.2
1033,09/03/19 10:48:55 AM,19.103,0.2857,20.317,91.000,6.2
1034,09/03/19 11:48:55 AM,19.103,0.2843,20.984,92.100,11.2
1035,09/03/19 12:48:55 PM,19.151,0.2828,21.509,90.300,11.2
1036,09/03/19 01:48:55 PM,19.199,0.2814,22.369,90.600,13.7
1037,09/03/19 02:48:55 PM,19.318,0.2806,22.729,90.500,16.2
1038,09/03/19 03:48:55 PM,19.484,0.2806,23.665,95.700,18.7
1039,09/03/19 04:48:55 PM,19.674,0.2799,25.623,92.800,18.7
1040,09/03/19 05:48:55 PM,19.936,0.2792,26.304,89.500,11.2
1041,09/03/19 06:48:55 PM,20.222,0.2792,26.036,89.300,3.7
1042,09/03/19 07:48:55 PM,20.412,0.2777,24.774,91.400,1.2
1043,09/03/19 08:48:55 PM,20.531,0.2777,23.978,89.500,1.2
1044,09/03/19 09:48:55 PM,20.531,0.2770,22.968,85.900,1.2
1045,09/03/19 10:48:55 PM,20.484,0.2763,21.772,79.400,1.2
1046,09/03/19 11:48:55 PM,20.365,0.2756,20.150,76.900,1.2
1047,09/04/19 12:48:55 AM,20.174,0.2748,18.794,81.200,1.2
1048,09/04/19 01:48:55 AM,19.984,0.2741,17.915,84.700,1.2
1049,09/04/19 02:48:55 AM,19.793,0.2734,17.272,84.800,1.2
1050,09/04/19 03:48:55 AM,19.603,0.2734,16.630,87.200,1.2
1051,09/04/19 04:48:55 AM,19.389,0.2727,16.010,87.700,1.2
1052,09/04/19 05:48:55 AM,19.199,0.2727,14.936,90.000,1.2
1053,09/04/19 06:48:55 AM,18.985,0.2719,14.385,92.500,1.2
1054,09/04/19 07:48:55 AM,18.771,0.2712,15.772,93.300,3.7
1055,09/04/19 08:48:55 AM,18.628,0.2705,17.153,88.500,8.7
1056,09/04/19 09:48:55 AM,18.580,0.2705,18.129,84.600,38.7
1057,09/04/19 10:48:55 AM,18.580,0.2698,18.961,82.900,31.2
1058,09/04/19 11:48:55 AM,18.675,0.2698,19.555,80.500,31.2
1059,09/04/19 12:48:55 PM,18.771,0.2690,20.007,77.800,61.2
1060,09/04/19 01:48:55 PM,18.866,0.2690,20.126,77.700,88.7
1061,09/04/19 02:48:55 PM,18.937,0.2676,19.698,78.900,31.2
1062,09/04/19 03:48:55 PM,18.961,0.2676,19.270,79.600,26.2
1063,09/04/19 04:48:55 PM,18.961,0.2668,18.961,79.800,21.2
1064,09/04/19 05:48:55 PM,18.937,0.2661,18.176,79.600,8.7
1065,09/04/19 06:48:55 PM,18.842,0.2661,17.486,80.600,3.7
1066,09/04/19 07:48:55 PM,18.747,0.2661,16.106,83.100,1.2
1067,09/04/19 08:48:55 PM,18.604,0.2654,16.106,86.100,1.2
1068,09/04/19 09:48:55 PM,18.438,0.2654,16.034,86.500,1.2
1069,09/04/19 10:48:55 PM,18.319,0.2647,15.724,87.900,1.2
1070,09/04/19 11:48:55 PM,18.224,0.2647,15.843,87.700,1.2
1071,09/05/19 12:48:55 AM,18.105,0.2647,15.605,88.200,1.2
1072,09/05/19 01:48:55 AM,18.033,0.2639,15.390,88.200,1.2
1073,09/05/19 02:48:55 AM,17.938,0.2639,14.194,90.100,1.2
1074,09/05/19 03:48:55 AM,17.819,0.2632,14.026,90.900,1.2
1075,09/05/19 04:48:55 AM,17.701,0.2632,14.409,93.300,1.2
1076,09/05/19 05:48:55 AM,17.605,0.2625,13.522,93.900,1.2
1077,09/05/19 06:48:55 AM,17.486,0.2625,13.257,95.900,1.2
1078,09/05/19 07:48:55 AM,17.368,0.2625,14.098,95.900,3.7
1079,09/05/19 08:48:55 AM,17.296,0.2625,15.318,94.400,8.7
1080,09/05/19 09:48:55 AM,17.272,0.2618,16.796,87.300,23.7
